"fico_range_low","fico_range_high","installment","int_rate","loan_amnt","annual_inc"
675,679,532.02,14.3,15500,129500
765,769,258.99,5.32,8600,85000
665,669,329.48,11.44,10000,130000
695,699,236.64,13.23,7000,47200
705,709,478.33,7.62,15350,101494
705,709,185.61,13.11,5500,20000
715,719,243.49,6.03,8000,90000
675,679,339.65,14.09,9925,66197
665,669,170.09,13.67,5000,49000
670,674,477.93,21.18,17600,56000
675,679,34.82,15.31,1000,38112
690,694,332.72,12.12,10000,69000
675,679,325.11,12.99,9650,65000
710,714,145.55,10.16,4500,250000
685,689,311.02,7.49,10000,74000
680,684,336.22,12.85,10000,52000
675,679,397.56,16.99,16000,96000
740,744,250.33,7.9,8000,50000
715,719,1013.07,25.83,33950,85000
680,684,654.68,10.99,20000,63000
720,724,478.5,11.55,14500,66000
700,704,182.42,10.65,5600,35000
740,744,586,14.33,25000,110000
670,674,308.72,19.19,8400,140000
665,669,577.32,22.95,20500,55000
745,749,122.58,6.49,4000,43500
710,714,281.58,7.89,9000,53000
720,724,517.41,6.03,17000,120000
705,709,93.88,7.9,3000,42000
800,804,361.92,5.42,12000,19008
730,734,219.04,7.9,7000,30000
675,679,233.88,11.67,7075,55000
750,754,750.97,7.9,24000,83200
670,674,359.33,17.56,10000,211000
770,774,542.07,5.32,18000,81000
710,714,673.36,10.64,20675,79000
690,694,137.36,14.33,4000,13884
780,784,761.31,12.29,34000,92000
680,684,286.92,9.17,9000,62000
725,729,409.98,16.99,16500,70000
675,679,542.28,12.69,24000,110700
680,684,501.74,12.49,15000,58000
675,679,725.56,18.25,20000,72000
675,679,202.49,13.11,6000,58000
740,744,373.94,7.62,12000,85000
705,709,1101.01,14.47,32000,212000
745,749,630.39,10.99,29000,85000
705,709,621.18,16.99,25000,76000
670,674,779.48,19.05,21250,80000
735,739,488.53,13.99,21000,66600
675,679,304.53,17.97,12000,63000
700,704,554.2,15.61,15850,41840
705,709,447.74,10.15,21000,110000
660,664,339.91,21.18,9000,90000
715,719,521.1,10.64,16000,67951
660,664,270.91,13.35,8000,40000
690,694,185.3,12.99,5500,49000
800,804,304.36,6.03,10000,126360
690,694,254.89,11.99,7675,85000
715,719,861.37,25.99,28775,80000
670,674,431.57,18.54,16800,81000
745,749,421.61,5.32,14000,80000
705,709,256.67,16.99,7200,37000
805,809,389.58,6.03,12800,1e+05
660,664,101.56,13.33,3000,26000
675,679,517.06,18.84,20000,94000
660,664,136.04,13.65,4000,34215
660,664,67.38,12.99,2000,60000
710,714,673.79,12.99,20000,60000
665,669,354.72,16.59,14400,69990
660,664,169.27,13.33,5000,17000
665,669,469.53,24.99,16000,115000
675,679,196.83,17.27,5500,25000
840,844,334.8,6.03,11000,90000
675,679,722.46,18.85,19750,50000
705,709,328.06,11.14,10000,40000
720,724,625.81,7.9,20000,75000
740,744,292.93,18.92,8000,64000
695,699,332.72,12.12,10000,70000
685,689,451.73,5.32,15000,180000
660,664,269.52,12.99,8000,30000
755,759,243.49,6.03,8000,39000
690,694,481.82,20.49,18000,55000
665,669,216.2,17.76,6000,51000
695,699,1278.55,18.75,35000,92000
670,674,83.9,15.59,2400,40000
710,714,506.56,13.16,15000,40000
665,669,730.03,12.49,21825,60000
700,704,110.48,14.16,3225,18000
685,689,340.44,10.99,10400,47000
695,699,699.1,15.59,20000,70000
670,674,343.29,14.31,10000,45000
685,689,430.37,13.99,18500,60000
670,674,532.78,14.99,22400,78000
685,689,986.9,6.92,32000,91000
705,709,183.26,18.99,5000,78000
660,664,410.84,19.05,11200,37700
710,714,479.12,12.12,14400,65000
690,694,545.46,16.89,22000,94500
695,699,361.38,5.32,12000,70000
670,674,473.43,18.25,13050,52000
670,674,348.18,15.31,10000,60000
675,679,425.39,16.59,12000,40000
700,704,86.28,13.98,2525,57500
670,674,475.7,14.99,20000,85000
695,699,474.09,19.72,18000,127000
725,729,471.14,14.33,20100,45198
690,694,514.51,15.8,21250,48000
695,699,398.52,11.99,12000,45000
675,679,318.87,16.55,9000,35000
775,779,420.66,7.89,20800,90000
675,679,648.38,18.99,25000,1e+05
705,709,207.97,14.99,6000,28723
695,699,410.66,14.09,12000,64000
680,684,241.83,12.29,10800,41000
715,719,598.89,12.12,18000,80000
720,724,409.47,12.99,18000,49000
725,729,327.34,10.99,10000,58000
705,709,918.55,11.14,28000,155000
695,699,358.73,7.69,11500,36000
725,729,642.25,9.67,20000,152000
685,689,155.98,14.99,4500,26000
730,734,872.52,7.62,28000,95000
665,669,128.84,17.27,3600,35000
695,699,451.68,9.99,14000,52000
685,689,191.07,15.8,5450,41000
670,674,181.39,18.25,5000,66000
700,704,306.45,6.49,10000,80000
765,769,112.19,7.62,3600,45000
700,704,187.72,7.89,6000,40975
670,674,1269.73,18.25,35000,94000
715,719,158.68,11.67,4800,75000
720,724,371.22,13.11,11000,51488
660,664,34.67,14.99,1000,87000
665,669,361.18,18.84,9875,33000
680,684,258.6,10.99,7900,74820
710,714,483.94,9.99,15000,60000
765,769,197.83,11.49,6000,55000
685,689,216.23,17.77,6000,50000
660,664,159.25,18.49,4375,35000
735,739,148.73,10,7000,84000
680,684,727.11,19.99,27450,78000
710,714,546.64,16.99,22000,99000
675,679,479.58,14.16,14000,114000
690,694,626.2,9.67,19500,240000
660,664,91,18.49,2500,108000
715,719,338.93,12.69,15000,38000
770,774,376.64,6.03,12375,80000
700,704,166.77,12.29,5000,65000
690,694,265.68,11.99,8000,68000
690,694,599.56,13.67,17625,40000
775,779,644.78,6.62,21000,102000
680,684,472.32,16.29,19300,42000
665,669,505.37,26.77,16625,80000
710,714,874.93,17.27,35000,1e+05
665,669,668.98,12.49,20000,60000
660,664,219.91,18.99,6000,60320
725,729,483.01,7.62,15500,140000
660,664,384.35,22.47,10000,65000
690,694,86.66,14.99,2500,54000
690,694,276.99,12.12,8325,24000
690,694,265.18,11.86,8000,91000
710,714,756.4,8.39,24000,130000
680,684,270.48,20.99,10000,55000
700,704,404.19,16.29,11450,61000
680,684,120.46,16.55,3400,40000
695,699,254.91,9.99,12000,55935
665,669,332.7,14.98,9600,45000
680,684,263.78,11.49,8000,82500
690,694,831.52,14.96,24000,66000
685,689,475.68,11.14,14500,105000
675,679,423.42,14.49,18000,55000
765,769,555.8,14.16,16225,79000
670,674,314.69,15.61,9000,55000
720,724,436.25,11.14,20000,110000
675,679,594.86,25.29,20150,48000
680,684,222.6,10.99,6800,77500
735,739,210.35,10,9900,46400
695,699,1275.02,18.55,35000,93000
730,734,900.33,9.76,28000,120000
690,694,86.33,14.72,2500,46500
660,664,193.23,19.99,5200,28000
680,684,219.95,15.22,6325,185500
690,694,358.47,14.09,10475,70000
690,694,491.01,10.99,15000,105000
725,729,312.91,7.9,10000,33000
675,679,973.65,15.22,28000,98000
715,719,567.22,8.38,18000,56000
680,684,1286.86,19.22,35000,175500
695,699,609.31,15.31,17500,95000
685,689,393.55,14.09,11500,51500
670,674,326.44,20.49,8725,102544
690,694,332.72,12.12,10000,31720
710,714,93.88,7.9,3000,42000
660,664,336.9,12.99,10000,150000
660,664,374.2,17.14,10475,35000
675,679,294.44,20.49,11000,68000
665,669,300.06,16.29,8500,36000
660,664,119.91,19.47,3250,35000
750,754,787.92,8.39,25000,60000
665,669,205.98,14.31,6000,54000
660,664,343.24,14.3,10000,53000
695,699,438.37,11.99,13200,42000
695,699,544.03,11.49,16500,41300
685,689,783.7,12.29,35000,180000
750,754,523.5,6.03,17200,101000
675,679,245.6,7.89,7850,56000
680,684,251.61,17.57,10000,91000
695,699,388.86,16.55,15800,65000
680,684,184.5,12.69,5500,63048
700,704,488.79,22.2,17625,45000
695,699,184.64,11.49,5600,50000
660,664,347.74,15.22,10000,55000
745,749,279.1,13.98,12000,250000
670,674,293.91,26.99,7200,30000
705,709,916.13,23.76,32000,110000
710,714,435.25,12.69,12975,43000
665,669,81.65,13.67,2400,24500
670,674,348.18,15.31,10000,35000
715,719,623.3,11.14,19000,42400
675,679,419.58,15.61,12000,90000
670,674,534.2,20.99,19750,55000
665,669,51.81,14.74,1500,38004
715,719,321.32,9.71,10000,30000
780,784,312.91,7.9,10000,35000
770,774,272.96,9.67,8500,83000
695,699,157.47,11.14,4800,50000
670,674,304.68,13.33,9000,80000
665,669,661.27,16.99,18550,49400
695,699,597.75,15.8,17050,39000
680,684,612.89,6.49,20000,2e+05
685,689,193.01,14.59,5600,14400
695,699,485.07,10.15,15000,90000
660,664,382.68,18.24,10550,43000
665,669,554.5,14.65,16075,50000
665,669,286.94,10.99,13200,38000
675,679,246.89,15.22,7100,42000
800,804,290.24,10.59,18000,68000
735,739,224.79,9.67,7000,1e+05
760,764,454.96,12.99,20000,70000
725,729,93.31,7.49,3000,77000
680,684,342.94,17.14,9600,73000
720,724,437.09,12.85,13000,1e+05
680,684,222.7,12.05,10000,55000
710,714,91.63,18.99,2500,32970
665,669,141.58,21.15,3750,63600
690,694,569.65,23.63,19950,56000
660,664,365.63,21.99,9575,30000
665,669,744.02,16.55,21000,72000
660,664,555.66,18.99,21425,60299
660,664,227.5,18.49,6250,22000
660,664,600.36,12.29,18000,120000
810,814,829,6.62,27000,111000
705,709,765.99,9.25,24000,70000
735,739,272.98,12.99,12000,50000
745,749,280.46,7.62,9000,80000
685,689,1154.66,11.53,35000,170000
670,674,593.06,11.44,18000,48000
720,724,166.77,12.29,5000,33500
675,679,251.75,15.61,7200,35000
735,739,460.97,6.68,15000,111000
660,664,755.48,22.4,19675,60000
740,744,367.73,12.69,16275,50000
670,674,1223.77,15.61,35000,3e+05
730,734,564.57,11.99,17000,75000
685,689,367.42,14.33,10700,80000
680,684,361.88,23.43,12725,40000
760,764,268.72,9.99,18000,110004
690,694,64.53,9.99,2000,36200
715,719,535.25,14.16,15625,96456
665,669,195.73,10.75,6000,68000
710,714,195.73,10.75,6000,30000
675,679,335.87,12.29,15000,45000
710,714,856.54,16.29,35000,88000
725,729,333.35,13.23,23500,51000
660,664,238.13,13.67,7000,37440
665,669,664.2,11.99,20000,122443
680,684,606.33,18.25,23750,54000
725,729,353.01,16.29,10000,38400
715,719,264.09,11.14,8050,78000
700,704,232.29,9.99,7200,60000
680,684,150.71,21,4000,24500
680,684,850.32,13.66,25000,235000
660,664,434.45,25.88,10800,36000
730,734,494.86,11.53,15000,60000
675,679,757.52,22.45,27175,122646
695,699,870.85,7.49,28000,1e+05
660,664,397.56,16.99,16000,126000
725,729,536.63,8.9,16900,57900
700,704,98.21,10.99,3000,1e+05
695,699,337.47,13.11,10000,54978
675,679,104.15,15.1,3000,50000
670,674,396.3,17.1,11100,32000
660,664,469.36,7.9,15000,51000
670,674,159.17,9.76,4950,42000
685,689,136.7,13.99,4000,70000
665,669,119.56,11.99,3600,45000
705,709,602.36,22.47,21600,50000
765,769,362.34,12.79,16000,72000
695,699,665.44,12.12,20000,1e+05
685,689,266.83,12.29,8000,28000
720,724,152.18,6.03,5000,35000
675,679,239.21,13.99,7000,37000
690,694,476.85,15.1,20000,81000
680,684,203.12,13.33,6000,27336
695,699,495.11,10.99,15125,56000
670,674,505.41,15.88,14400,42000
725,729,681.13,16.55,19225,82000
680,684,298.17,16.99,12000,51000
775,779,645.25,9.99,20000,150000
670,674,499.08,12.12,15000,133000
720,724,194.68,10.38,6000,92004
720,724,256.97,10.99,7850,35000
685,689,752.87,14.09,22000,49000
675,679,435.22,15.31,12500,56000
660,664,979.02,15.61,28000,125000
700,704,163.31,13.68,4800,40000
660,664,658.95,11.44,20000,65000
730,734,261.88,10.99,8000,45000
750,754,508.06,8.9,16000,70000
675,679,972.78,15.22,27975,63000
695,699,384.56,18.84,14875,70000
760,764,184.23,6.62,6000,52000
690,694,210.56,11.34,6400,52000
785,789,357.21,10.16,16750,52000
695,699,164.74,11.44,5000,50000
695,699,377.04,8.18,12000,65000
670,674,177.22,19.52,4800,110000
700,704,225.51,17.57,6275,36000
690,694,763.71,21.99,20000,108900
720,724,185.98,7.26,6000,28690
670,674,536.81,17.27,15000,68000
670,674,1240.72,16.59,35000,154000
715,719,708.69,13.11,21000,1e+05
665,669,852.88,16.99,23925,65000
675,679,612.32,13.67,18000,84000
710,714,282.6,11.67,12800,95000
730,734,155.81,7.62,5000,70000
700,704,354.03,14.64,15000,92500
690,694,198,11.55,6000,70000
730,734,82.37,11.44,2500,33000
660,664,288.66,17.86,8000,20000
675,679,257.43,14.3,7500,35000
735,739,872.52,7.62,28000,220000
660,664,454.91,12.49,13600,130000
730,734,192.93,9.76,6000,120000
665,669,283.8,17.77,7875,31000
670,674,343.99,13.35,15000,60000
720,724,154.99,7.26,5000,109000
690,694,676.2,20.99,25000,85000
665,669,399.59,14.99,16800,42000
715,719,408.39,18.24,16000,89000
690,694,1190.62,13.67,35000,80000
740,744,518.16,10.25,16000,53000
660,664,330.14,19.05,9000,38000
685,689,589.22,10.99,18000,60000
705,709,853.34,20.31,32000,3e+05
675,679,191.28,9.17,6000,54000
675,679,160.75,9.75,5000,75000
675,679,387.79,18.84,15000,50000
705,709,513.93,16.29,21000,79000
695,699,488.53,10.64,15000,45000
665,669,955.93,17.57,26600,70000
685,689,693.81,15.61,28775,60000
685,689,499.08,12.12,15000,75450
685,689,278.15,10.16,8600,32000
685,689,283.6,16.59,8000,103000
700,704,491.61,9.71,15300,64000
675,679,321.66,15.22,9250,35000
690,694,616.6,14.16,18000,87600
705,709,365.23,6.03,12000,115500
740,744,267.06,12.35,8000,41000
665,669,585.74,24.89,20000,86000
765,769,667.19,11.99,30000,75000
695,699,538.77,18.99,14700,80000
665,669,136.16,16.82,5500,28000
680,684,351.53,15.99,10000,52000
665,669,185.3,12.99,5500,50000
675,679,290.23,18.25,8000,50000
665,669,423.61,16.29,12000,72000
670,674,456.39,20.49,17050,47500
725,729,239.53,15.31,10000,50000
760,764,429.78,10.49,20000,165000
685,689,261.41,9.17,8200,45363
685,689,213.43,10.15,6600,39000
665,669,313.86,14.64,9100,36000
705,709,281.66,7.91,9000,70000
715,719,315.64,6.49,10300,68000
665,669,485.13,12.99,14400,80000
700,704,447.15,13.11,13250,50000
695,699,132.64,13.65,3900,91860
670,674,676.2,20.99,25000,75000
660,664,361.52,12.69,16000,55000
665,669,461.33,15.31,13250,70000
670,674,423.38,16.55,11950,203000
700,704,372.13,13.98,16000,53000
750,754,259.42,10.75,12000,45000
660,664,316.8,11.55,9600,55000
670,674,247.11,16.29,7000,38500
695,699,250.76,15.61,10400,48000
690,694,349.55,15.59,10000,42000
675,679,785.62,10.99,24000,202000
665,669,200.3,18.2,5525,55000
680,684,485.96,13.11,14400,45000
720,724,670,8.9,21100,80000
665,669,334.36,9.75,10400,40000
710,714,669.46,9.17,21000,140000
690,694,326.07,10.99,15000,40000
715,719,928.72,18.25,25600,65000
660,664,33.36,12.29,1000,50000
755,759,258.45,11.83,7800,85757
685,689,241.12,15.61,10000,97000
675,679,450.44,18.49,12375,45000
660,664,557.08,15.31,16000,113500
755,759,229.53,9.17,7200,56000
665,669,322.04,12.69,9600,58000
740,744,61.29,6.49,2000,60000
705,709,455.96,10.64,14000,130000
745,749,30.71,6.62,1000,38400
675,679,315.48,23.4,11100,160000
660,664,369.51,22.47,13250,53000
715,719,917.97,19.52,35000,91000
755,759,476.34,6.68,15500,62000
720,724,1145.69,10.99,35000,225000
745,749,375.49,7.9,12000,39900
720,724,99.55,18.75,2725,24000
735,739,318.64,9.99,15000,70000
730,734,1181.15,13.11,35000,88000
710,714,626.3,15.61,25975,56500
685,689,150.09,12.29,4500,75000
710,714,614.38,11.99,18500,76500
760,764,700.7,14.17,30000,214992
675,679,259.35,18.49,7125,67641
720,724,395.75,6.97,20000,45000
675,679,263.7,11.47,8000,68000
710,714,1071.68,17.14,30000,93000
675,679,417.58,15.27,12000,68500
690,694,254.37,8.99,8000,125000
670,674,282.41,16.29,8000,25000
700,704,799.05,15.22,33425,75000
680,684,338.74,14.49,14400,41000
710,714,467.03,11.99,21000,70000
720,724,291.75,12.39,13000,150000
695,699,336.11,22.99,11925,30000
665,669,172.48,14.65,5000,105000
690,694,754.81,17.57,30000,91000
660,664,328.3,16.29,9300,34567.32
670,674,727.11,19.05,28000,152000
670,674,546.44,18.55,15000,76000
670,674,258.45,16.99,7250,48000
690,694,342.5,14.99,14400,36000
675,679,677.07,13.33,20000,78000
780,784,153.52,6.62,5000,120000
680,684,626.82,11.53,19000,88000
690,694,405.01,19.19,15550,34407
715,719,304.13,11.67,9200,106828
695,699,593.67,13.98,17375,70000
660,664,261.94,20.5,7000,48000
700,704,271.01,9.99,8400,49000
685,689,311.15,15.8,8875,48746
675,679,546.6,21.49,20000,45000
695,699,536.92,18.25,14800,62400
685,689,223.16,9.17,7000,136000
665,669,282.82,8.19,9000,60000
670,674,668.98,12.49,20000,74000
685,689,593.06,11.44,18000,48000
690,694,337.47,13.11,10000,19200
670,674,361.52,12.69,16000,60000
740,744,508.06,8.9,16000,85000
725,729,234.33,10.59,7200,35000
680,684,250.33,7.9,8000,1e+05
725,729,633.42,11.53,19200,90000
690,694,546.77,13.99,16000,75000
685,689,602.08,12.49,18000,110000
695,699,361.67,15.61,15000,50000
730,734,586.92,10.99,27000,165000
720,724,469.36,7.9,15000,103400
675,679,300.34,16.99,8425,42000
680,684,242.98,13.11,7200,30000
660,664,827.8,20.99,21975,55000
675,679,296.92,11.53,9000,36000
715,719,884.4,17.77,35000,111000
675,679,257.64,8.18,8200,50000
690,694,1043.2,15.22,30000,148000
745,749,304.84,8.9,9600,90000
695,699,846.57,13.35,25000,99000
700,704,266.13,14.33,7750,30000
680,684,740.43,19.72,20000,65000
715,719,93.49,7.62,3000,38000
730,734,750.86,7.89,24000,1e+05
705,709,33.57,12.74,1000,43000
690,694,258.71,10.15,8000,42000
750,754,145.52,10.15,4500,19200
660,664,301.86,17.56,12000,50000
675,679,283.44,16.55,8000,38000
665,669,236.98,13.33,7000,1e+05
705,709,720.81,18.64,28000,72000
730,734,373.94,7.62,12000,39000
780,784,876,7.89,28000,350000
660,664,88.4,22.47,2300,30000
730,734,53.52,12.49,1600,43200
660,664,263.02,18.75,7200,85000
725,729,185.02,6.91,6000,33600
705,709,446.87,16.2,12675,50000
705,709,107.9,13.05,3200,22000
700,704,603.26,8.18,19200,62000
820,824,67.55,6.62,2200,83000
715,719,339.79,9.71,16100,75000
680,684,454.78,18.55,17700,55000
670,674,612.23,13.66,18000,130000
680,684,729.84,16.29,20675,65000
690,694,525.56,12.99,15600,50000
725,729,159.41,11.99,4800,250000
665,669,352.87,19.2,9600,50000
675,679,328.53,14.09,9600,115000
670,674,225.84,9.99,7000,90000
690,694,672.44,12.85,20000,98000
675,679,972.01,15.1,28000,70000
690,694,161.99,13.11,4800,50000
665,669,349.65,15.61,10000,52000
700,704,529.69,16.49,21550,45000
685,689,539.46,18.54,21000,82068
710,714,736.89,6.62,24000,95400
710,714,286.23,11.14,8725,32041.54
715,719,76.19,8.88,2400,32280
705,709,373.22,7.49,12000,94200
720,724,736.89,6.62,24000,95000
670,674,163.67,10.99,5000,30000
670,674,82.22,14.16,2400,82500
695,699,335.93,12.79,10000,60000
690,694,558.17,17.14,15625,45000
670,674,725.12,18.75,19850,50000
670,674,638.25,18.25,25000,105000
715,719,381.04,8.9,12000,52000
715,719,260.93,10.74,8000,61000
665,669,235.83,12.99,7000,45000
690,694,652.41,10.75,20000,45500
680,684,401.39,12.49,12000,103000
705,709,663.35,13.67,19500,55156
705,709,619.28,18.75,24000,86000
705,709,686.77,14.33,20000,52000
660,664,474.65,20.99,12600,35000
660,664,248.78,10.99,7600,53000
705,709,882.47,8.39,28000,128000
670,674,202.14,12.99,6000,24336
720,724,373.63,11.99,16800,53000
695,699,1010.68,12.99,30000,140000
670,674,418.94,18.55,11500,85000
710,714,263.02,18.75,7200,45000
790,794,989.71,11.53,30000,1e+05
660,664,304.74,18.25,8400,54000
660,664,189.28,18.49,5200,32000
665,669,324.65,21,12000,60000
715,719,464.4,8.9,14625,62000
665,669,325.69,10.64,10000,99000
670,674,315.12,8.38,10000,195000
690,694,600.36,12.29,18000,125000
745,749,318.79,9.17,10000,43000
670,674,254.8,18.49,7000,47000
720,724,654.68,10.99,20000,70000
695,699,1195.88,13.98,35000,98000
665,669,981.73,24.11,34050,92500
745,749,187.75,7.9,6000,54000
660,664,326.57,13.67,9600,65000
720,724,150.15,7.88,4800,22000
700,704,503.93,9.49,24000,115000
670,674,486.21,22.15,17550,40000
720,724,524.84,6.99,17000,56000
670,674,107.19,12.59,3200,23000
725,729,166.77,12.29,5000,13000
725,729,480.43,9.49,15000,116000
670,674,344.17,14.49,10000,57939
760,764,258.47,10.59,12000,82500
695,699,687.54,19.91,26000,78000
765,769,173.66,6.99,5625,1e+05
725,729,245.92,6.91,13000,70000
735,739,225.87,5.32,7500,38000
695,699,523.75,10.99,16000,65000
735,739,167.49,12.59,5000,60000
665,669,364.72,23.43,12825,102000
675,679,263.89,18.99,7200,20000
695,699,129.37,10.16,4000,45000
720,724,156.41,7.88,5000,41000
680,684,598.69,17.56,23800,85000
680,684,478.19,9.17,15000,73000
730,734,161.34,11.12,7400,21636
780,784,687.98,13.35,30000,63000
710,714,697.38,17.1,28000,120000
670,674,639.3,24.5,22000,111714
670,674,279.56,16.24,7925,106000
660,664,506.21,13.11,15000,70000
670,674,369.57,13.67,16000,80000
700,704,380.82,17.99,15000,104000
715,719,665.93,12.35,29700,80000
665,669,268.29,16.29,7600,48000
675,679,313.08,16.24,8875,130000
705,709,285.61,10.99,8725,46189.03
680,684,688.91,11.14,21000,111000
700,704,164.03,11.14,5000,85000
730,734,654.39,7.62,21000,130000
765,769,125.17,7.9,4000,58000
670,674,963.25,14.46,28000,120000
685,689,165.29,11.67,5000,2e+05
700,704,337.19,13.05,10000,35000
815,819,170.44,6.03,5600,44000
670,674,434.21,21.15,16000,104000
730,734,768.19,18.39,30000,75000
680,684,1295.74,19.72,35000,116000
675,679,491.01,10.99,15000,55300
685,689,308.27,6.89,10000,92500
680,684,501.52,15.61,20800,62000
660,664,329.91,11.53,10000,98000
675,679,1015.6,13.33,30000,102000
790,794,258.47,10.59,12000,42000
660,664,445.6,16.99,12500,58000
690,694,356.79,15.99,14675,51000
675,679,502.72,8.18,16000,110000
675,679,333.41,8.9,10500,45000
700,704,264.89,19.99,10000,38000
665,669,267.53,19.52,10200,61260.96
725,729,148.25,17.57,4125,32000
670,674,806.36,21.7,21200,48000
675,679,135.46,13.35,4000,34560
675,679,200.84,9.17,6300,208000
700,704,229.64,11.14,7000,40000
720,724,469.36,7.9,15000,99800
680,684,689.3,14.59,20000,38000
670,674,365.03,22.45,9500,32000
705,709,217.59,11.22,6625,50000
770,774,453.25,14.65,19200,77966
660,664,514.12,17.1,14400,38000
700,704,678.77,22.4,24375,55000
670,674,157.13,10.99,4800,48000
660,664,417.71,22.4,15000,60000
710,714,176.5,8.39,5600,50000
660,664,178.52,17.1,5000,30000
660,664,839.16,15.61,24000,70000
680,684,516.1,14.47,15000,62800
670,674,1269.73,18.25,35000,150000
710,714,680.45,13.68,20000,75000
690,694,381.87,12.59,11400,51000
730,734,734.36,9.8,22825,66000
690,694,1201.5,14.31,35000,91000
710,714,912.55,19.24,35000,85000
680,684,603.81,12.69,18000,68000
675,679,609.14,17.57,16950,40500
715,719,114.32,8.9,3600,70000
665,669,544.36,25.78,13550,80000
710,714,347.66,13.98,10175,60000
800,804,495.36,11.14,15100,61000
735,739,869.66,16.99,35000,98500
660,664,85.89,17.27,2400,72500
745,749,629.57,12.85,18725,42000
700,704,503.18,12.69,15000,77000
680,684,414.43,9.17,13000,69000
665,669,480.12,15.41,20000,45000
690,694,673.79,12.99,20000,260000
660,664,432.22,12.99,19000,55000
660,664,475.26,21.67,17325,48143
660,664,419.29,19.48,16000,60000
660,664,251.98,19.52,6825,28000
685,689,533.65,12.29,16000,52000
705,709,200.7,12.49,6000,95000
680,684,215.18,12.85,6400,40000
695,699,162.62,17.57,4525,40000
675,679,422.42,7.9,13500,74000
695,699,626.72,15.31,18000,52000
680,684,150.92,17.56,4200,39000
705,709,596.34,16.99,24000,78000
675,679,206.03,14.33,6000,76000
800,804,353.29,5.93,11625,40000
660,664,236.98,13.33,7000,80000
665,669,347.83,7.39,11200,105000
675,679,504.33,12.85,15000,54000
735,739,1103.09,8.39,35000,1e+05
680,684,158.86,16.29,4500,48000
730,734,312.91,7.9,10000,30000
670,674,182.86,13.35,5400,23000
675,679,219.94,8.18,7000,67000
685,689,404.97,13.11,12000,110000
690,694,235.69,10.99,7200,70000
675,679,539.45,18.99,20800,53000
705,709,343.63,19.97,9250,35000
700,704,665.44,12.12,20000,60000
670,674,914.87,19.36,35000,110000
675,679,1177.27,12.88,35000,295000
670,674,450.96,22.99,16000,60000
680,684,218.98,12.99,6500,40000
670,674,287.5,17.57,8000,28000
690,694,269.52,12.99,8000,74000
695,699,289.47,12.12,8700,55000
720,724,869.57,7.39,28000,110000
710,714,43.3,17.86,1200,40000
665,669,869.66,16.99,35000,145000
690,694,284.97,13.48,8400,78600
685,689,353.71,18.25,9750,42000
660,664,328.86,16.99,9225,27284
660,664,311.95,14.99,9000,35000
660,664,234.15,12.49,7000,58000
665,669,80.28,12.49,2400,43796
680,684,267.6,12.49,8000,53000
710,714,527.95,7.39,17000,62000
705,709,603.48,17.86,16725,80000
665,669,336.22,12.85,10000,90000
690,694,491.01,10.99,15000,62000
690,694,166.05,11.99,5000,75000
705,709,385.79,15.61,16000,65000
685,689,655,19.47,25000,125000
665,669,584.82,24.5,20125,64500
720,724,476.3,8.9,15000,65000
670,674,275.96,14.65,8000,68200
705,709,400.59,12.35,12000,94500
665,669,630.57,23.26,22250,48000
660,664,171.37,15.99,4875,16320
690,694,322.63,9.99,10000,81000
710,714,187.72,7.89,6000,59000
715,719,645.25,9.99,20000,95000
675,679,474.09,19.72,18000,50000
660,664,622.84,18.75,17050,80000
660,664,178.94,19.47,4850,25155
680,684,33.21,11.99,1000,62000
760,764,390.74,13.98,16800,57000
730,734,96.79,9.99,3000,65000
670,674,138.4,13.99,4050,30000
785,789,650.92,7.26,21000,70000
700,704,347.21,15.61,14400,115000
695,699,263.04,17.27,7350,35000
685,689,340.17,16.29,13900,50858.04
735,739,376.4,11.86,20000,60000
765,769,373.94,7.62,12000,47000
770,774,578.28,6.03,19000,101000
720,724,669.32,18.64,26000,50000
685,689,578.42,15.59,24000,80000
705,709,289.34,15.61,12000,87000
725,729,675.11,16.77,27300,51000
670,674,177,16.49,5000,55000
690,694,593.32,11.47,18000,70000
660,664,813.55,23.4,28625,85000
690,694,291.76,15.99,12000,86400
700,704,809.62,13.67,23800,56000
730,734,705.7,14.49,30000,76580
690,694,308.49,15.59,12800,53000
670,674,787.48,22.45,28250,109000
750,754,929.89,7.26,30000,70000
700,704,966.27,21.98,35000,1e+05
695,699,616.56,9.67,19200,108189.96
695,699,300.11,9.17,14400,40000
660,664,226.92,8.39,7200,62000
660,664,293.51,12.29,8800,47000
725,729,1070.8,15.61,30625,77000
705,709,168.73,13.11,5000,17676
735,739,576.36,22.45,15000,50000
680,684,265.68,11.99,8000,70000
660,664,169.75,13.53,5000,45000
675,679,263.78,11.49,8000,45000
695,699,282.29,11.99,8500,30513
665,669,433.59,12.29,13000,50000
725,729,295.02,6.68,9600,50000
705,709,417.08,23.4,14675,36000
715,719,294.52,8.9,9275,78042
705,709,170.13,7.12,5500,58000
660,664,137.65,14.48,4000,30000
680,684,654.68,10.99,20000,75000
680,684,215.62,12.99,6400,60000
690,694,502.54,16.99,20225,46000
675,679,440.18,19.05,12000,37000
665,669,139.86,15.61,4000,35000
675,679,448.28,15.31,12875,65000
780,784,295.56,7.51,9500,34800
690,694,404.97,13.11,12000,70000
665,669,298.88,17.1,12000,75000
700,704,473.12,22.95,16800,75000
